Item,Quantity,Alternate Names,SI Units,Defining Document,Description,Symbol,Type,Last edited by,Last edited time
4-30.2,mass flow rate,,kilogram per second (https://app.notion.com/p/kilogram-per-second-3c2b24cf917a8049ae9ac04bf5c49822?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),scalar (ISO 80000-2) quantity characterizing the total flow through the two-dimensional domain $\mathrm A$ with normal vector $\boldsymbol e_{\mathrm n}$ of a flowing fluid with mass flow $\boldsymbol j_{\mathrm m}$ (item 4-30.1) as an integral: $q_m = \iint_{\mathrm A} \boldsymbol j_m \cdot \boldsymbol e_{\mathrm n} \mathrm d A$ where $\mathrm d A$ is the area (ISO 80000-3) of an element of the two-dimensional domain $\mathrm A$,q_m (https://app.notion.com/p/q_m-3c2b24cf917a8060868fc271dfe03802?pvs=21),Derived,Steven Jenkins,"August 20, 2026 4:15 PM"
4-30.3,mass change rate,,kilogram per second (https://app.notion.com/p/kilogram-per-second-3c2b24cf917a8049ae9ac04bf5c49822?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),rate of increment of mass $m$ (item 4-1): $q_m = \frac{\mathrm d m}{\mathrm d t}$ where $\mathrm d m$ is the infinitesimal mass (item 4-1) increment and $\mathrm d t$ is the infinitesimal duration (ISO 80000-3),q_m (https://app.notion.com/p/q_m-3c2b24cf917a8060868fc271dfe03802?pvs=21),Derived,Steven Jenkins,"August 20, 2026 4:16 PM"
x5-1,thermodynamic temperature,,kelvin (https://app.notion.com/p/kelvin-403446ac3c7148959e18ec5fb184ccdc?pvs=21),ISO 80000-5 (https://app.notion.com/p/ISO-80000-5-8dbc3a0bdea34e33a8f965869ea8e886?pvs=21),A measure of the average kinetic energy of particles in a system; absolute temperature.,T (https://app.notion.com/p/T-3c0b24cf917a802d91cafa72ca21905f?pvs=21),Base,Steven Jenkins,"August 20, 2026 12:09 AM"
,electric current,,ampere (https://app.notion.com/p/ampere-768287521c0145ca84fb098802348bfb?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The rate of flow of electric charge through a conductor.,I (https://app.notion.com/p/I-3c0b24cf917a80cc8104c953497c9b23?pvs=21),Base,Steven Jenkins,"August 18, 2026 9:22 AM"
,luminous intensity,,candela (https://app.notion.com/p/candela-ddad660602a9491b94f12bf1c1c51abb?pvs=21),ISO 80000-7 (https://app.notion.com/p/ISO-80000-7-3f5c34443dde4c8a86a863db6c59f421?pvs=21),"The power of a light source in a particular direction, weighted by the luminosity function.",I_v (https://app.notion.com/p/I_v-3c0b24cf917a8097bf56f5f16936c4be?pvs=21),Base,Steven Jenkins,"August 18, 2026 9:22 AM"
,amount of substance,,mole (https://app.notion.com/p/mole-e95e3a5ad522493f94af5ebf11066028?pvs=21),ISO 80000-9 (https://app.notion.com/p/ISO-80000-9-118d95dffdd445ec88175fa3a35c95c9?pvs=21),"A measure of the number of specified elementary entities (atoms, molecules, etc.) in a sample.",n (https://app.notion.com/p/n-3c0b24cf917a8042aecffcdf9060a743?pvs=21),Base,Steven Jenkins,"August 18, 2026 9:22 AM"
,capacitance,,farad (https://app.notion.com/p/farad-9bd3530e60524720aad174ec12f7f97c?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The ability of a system to store electric charge per unit electric potential difference.,,Derived,Steven Jenkins,"August 16, 2026 12:37 AM"
,electric charge,,coulomb (https://app.notion.com/p/coulomb-cb11c9c8478243fd8b33843f9a26a02a?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),A fundamental property of matter; the quantity of electricity carried by a particle.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,electric potential,,volt (https://app.notion.com/p/volt-d3ca008ee9fb41929ba8d8daaab4aa69?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The work done per unit charge to move a charge between two points; electromotive force.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,electrical conductance,,siemens (https://app.notion.com/p/siemens-f07ea4b0ba374205a336edb051d1bcb6?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The ease with which electric current passes through a conductor; the reciprocal of electrical resistance.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,electrical resistance,,ohm (https://app.notion.com/p/ohm-1073ec092209487194eae621d6f89d29?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The opposition that a conductor presents to the flow of electric current for a given potential difference; the reciprocal of electrical conductance.,,Derived,Steven Jenkins,"August 16, 2026 12:42 AM"
,inductance,,henry (https://app.notion.com/p/henry-038964ab06094854a7892a9fee18716b?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The property of a conductor by which a change in current induces an electromotive force (EMF) in the conductor itself or in a nearby conductor.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,magnetic flux,,weber (https://app.notion.com/p/weber-9481f7ecf5834d09a07acc67c4ee2cf3?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The total magnetic field passing through a given surface; the surface integral of the magnetic flux density.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,magnetic flux density,,tesla (https://app.notion.com/p/tesla-ece0d9e3224943eca142cb63f60bb0b7?pvs=21),ISO 80000-6 (https://app.notion.com/p/ISO-80000-6-a1d9eab4687e44e1a85a1269d9c17f42?pvs=21),The magnetic force per unit charge per unit velocity; the density of magnetic flux through a surface. Also called magnetic induction.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,illuminance,,lux (https://app.notion.com/p/lux-4a20e929083042fdbea05b97dfe6c964?pvs=21),ISO 80000-7 (https://app.notion.com/p/ISO-80000-7-3f5c34443dde4c8a86a863db6c59f421?pvs=21),The luminous flux incident per unit area of a surface; how much light falls on a given area.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,luminous flux,,lumen (https://app.notion.com/p/lumen-a4ad0e1dd915484e81280aad4f37f7f6?pvs=21),ISO 80000-7 (https://app.notion.com/p/ISO-80000-7-3f5c34443dde4c8a86a863db6c59f421?pvs=21),"The total perceived power of light emitted by a source, weighted by the luminosity function to reflect human eye sensitivity.",,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,catalytic activity,,katal (https://app.notion.com/p/katal-7f11e3168afa4b0aa56f6cba391198e5?pvs=21),ISO 80000-9 (https://app.notion.com/p/ISO-80000-9-118d95dffdd445ec88175fa3a35c95c9?pvs=21),The increase in rate of a chemical reaction caused by a catalyst; the amount of substance converted per unit time.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,absorbed dose,kerma (https://app.notion.com/p/kerma-3bfb24cf917a80cd846de44cb35e1d34?pvs=21),gray (https://app.notion.com/p/gray-154bf830ff4f423c9e3bb2c3ec384cbf?pvs=21),ISO 80000-10 (https://app.notion.com/p/ISO-80000-10-43276c559571474cb99432ee2fe109e7?pvs=21),The mean energy deposited by ionizing radiation per unit mass of matter; used in radiation physics and dosimetry.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
,activity of a radionuclide,,becquerel (https://app.notion.com/p/becquerel-e6333109f3a148569d3bf66614f8727e?pvs=21),ISO 80000-10 (https://app.notion.com/p/ISO-80000-10-43276c559571474cb99432ee2fe109e7?pvs=21),The number of nuclear decays (disintegrations) occurring in a radioactive sample per unit time; a measure of radioactivity.,,Derived,Steven Jenkins,"August 16, 2026 12:45 AM"
,equivalent dose,,sievert (https://app.notion.com/p/sievert-74ede9680cf4471c902e00e3abd7d4af?pvs=21),ISO 80000-10 (https://app.notion.com/p/ISO-80000-10-43276c559571474cb99432ee2fe109e7?pvs=21),The absorbed dose weighted by radiation type to reflect biological harm; used in radiological protection. Dimensionally equal to absorbed dose but biologically contextualized.,,Derived,Steven Jenkins,"August 14, 2026 3:12 PM"
